symptom_description,disease_label
"I cannot catch my breath at all after jogging a short distance, and I am coughing violently in the cold air. The symptoms are really impacting my daily routine.",Asthma
"For the past few days, i am dealing with chronic dry skin on my face that turns into angry, inflamed scales when the weather gets cold. It is becoming quite difficult to manage.",Eczema
"My face looks puffy, my voice sounds unusually hoarse, and I feel totally drained of all physical energy. I have never experienced anything exactly like this before.",Hypothyroidism
"It is hard to explain, but my throat is intensely sore, the glands in my neck are swollen to the size of marbles, and i am running a moderate fever. I have never experienced anything exactly like this before.",Tonsillitis
"Lately, my heart races sometimes when i climb stairs, and i just do not have the energy i used to possess.",Anaemia
"My throat feels scratchy and my eyes are watering constantly, which makes it very hard to focus on my work.",Allergic Rhinitis
"There is a steady, mild pressure on both sides of my head that is annoying but does not throb or cause nausea. It has been consistently bothering me for several days.",Tension Headache
"For the past few days, i have fluid filled blisters on one side of my face, accompanied by a mild fever and a deep, burning ache. I do not know what to do about it anymore.",Shingles
"Unfortunately, there is a steady, mild pressure on both sides of my head that is annoying but does not throb or cause nausea. It is extremely frustrating to deal with.",Tension Headache
"It is hard to explain, but i am dealing with chronic dry skin on my face that turns into angry, inflamed scales when the weather gets cold. I have never experienced anything exactly like this before.",Eczema
"There is a severe, localized pain just below my ribs on the right side, and it burns intensely when I try to urinate. It is becoming quite difficult to manage.",Kidney Stones
"It is hard to explain, but i am dealing with chronic dry skin on my face that turns into angry, inflamed scales when the weather gets cold. It is becoming quite difficult to manage.",Eczema
"My nose is severely congested and I feel incredibly run down, although my breathing remains perfectly normal so far. It is becoming quite difficult to manage.",COVID-19
"Unfortunately, the joints in my fingers are swollen, red, and very stiff, especially when i first wake up in the morning.",Arthritis
"It is hard to explain, but the skin on my shoulder was tingling and itching for days, and today it broke out in a clustered, incredibly painful rash.",Shingles
"For the past few days, i have a looming sense of dread that follows me everywhere, though there is no logical cause for my panic.",Anxiety Disorder
"I have noticed a massive breakout of cystic spots on my jawline, and it is profoundly tender to the touch. I have never experienced anything exactly like this before.",Acne
"To be honest, my chest feels incredibly tight, and i am making a loud wheezing noise every time i try to breathe out.",Asthma
"For the past few days, there are deep, painful pimples all over my cheeks that simply will not go away despite my daily face wash routine. It has been consistently bothering me for several days.",Acne
"I am noticing that i am suffering from a sharp, relentless pain in my lower back that wraps around my side and shoots down into my groin. It is extremely frustrating to deal with.",Kidney Stones
"For the past few days, i just lost all physical strength in my left arm and leg out of nowhere, and my balance is entirely gone. I have never experienced anything exactly like this before.",Stroke
"Lately, my head is throbbing violently with every heartbeat, i am profoundly sensitive to loud noises, and i keep throwing up. The symptoms are really impacting my daily routine.",Migraine
"To be honest, i have a splitting headache, a sore throat, and i am so weak that i cannot even stand up to take a shower.",Influenza
"I am incredibly thirsty all the time no matter how much water I drink, and I find myself having to urinate constantly throughout the day and night. I do not know what to do about it anymore.",Type 2 Diabetes
"The itching is absolutely unbearable, and I am noticing new red bumps appearing on my legs every few hours. I have never experienced anything exactly like this before.",Chickenpox
"I have a deep, dull throbbing ache in my knees that makes walking up the stairs a monumental task. I am starting to get very concerned about it.",Arthritis
"I must say, i suddenly feel a terrifying shortness of breath, a cold clammy sweat, and an intense ache between my shoulder blades. It is extremely frustrating to deal with.",Heart Attack
"For the past few days, i cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over. It is extremely frustrating to deal with.",Chickenpox
"I am dealing with chronic dry skin on my face that turns into angry, inflamed scales when the weather gets cold. I am hoping to find some relief soon.",Eczema
"I cannot catch my breath at all after jogging a short distance, and I am coughing violently in the cold air. I am hoping to find some relief soon.",Asthma
"To be honest, i have a terrible sore throat, my voice is wholly muffled, and i have awful bad breath that i simply cannot brush away.",Tonsillitis
"It is hard to explain, but my eye is incredibly itchy and slightly swollen, but my actual vision does not seem to be blurry at all. It is extremely frustrating to deal with.",Conjunctivitis
"It feels as though my cold has moved down into my lungs, and I am wheezing slightly when I take a deep breath. The symptoms are really impacting my daily routine.",Bronchitis
"I am experiencing severe brain fog, my memory feels terrible, and my bowel movements have become very sluggish. I am hoping to find some relief soon.",Hypothyroidism
