symptom_description,disease_label
"I have had a deep cough for since the weekend, and I keep noticing bringing up phlegm as well as chest pain when I breathe deeply. It is really starting to get on my nerves. Also, i do not have itchy eyes.",Pneumonia
"I have been dealing with dry itchy skin and a rash in the bends of my arms, and I also notice my skin feels rough. It feels pretty intense today. I feel rough overall. At least, i do not have a fever.",Eczema
"I have had I feel like I got hit by a truck for since last night, and I keep noticing I want to stay in bed all day as well as chills. I feel off in myself. Also, i do not have ear discharge.",Influenza
"I have had my nose will not stop dripping for for two days, and I keep noticing nasal congestion as well as a sore throat. I feel rough overall. Also, i do not have chest pain.",Common Cold
"Lately I feel like I have my stomach is all over the place, the pain often eases after I use the toilet, and stomach cramps. I am struggling to get through the day. It feels mild but persistent. At least, i do not have blood in my vomit.",IBS
"For suddenly today, I have been dealing with I feel sick to my stomach, pain spreading into my left arm, and shortness of breath. I am struggling to get through the day. It is really starting to get on my nerves. On top of that, i do not have itchy eyes.",Heart Attack
"I have been noticing throbbing pain in my ear, a blocked feeling in my ear, and the side of my face feels sore for for two days. It feels pretty intense today. I am uncomfortable enough that it is affecting my routine. At the same time, i do not have a skin rash. I have not noticed much improvement.",Ear Infection
"I have been dealing with a dry cough and feeling very tired, and I also notice I feel wiped out. It feels pretty intense today. It has been a real nuisance. At least, i do not have burning when i pee.",COVID-19
"For for the past several days, I have noticed constant worrying, restlessness that I cannot settle, and I have trouble sleeping. At least, i do not notice a rash. I am uncomfortable enough that it is affecting my routine. I have been trying to take it easy.",Anxiety Disorder
"I have had I feel a bit feverish for since this morning, and I keep noticing I feel weak and washed out as well as I cannot keep food down. It has been a real nuisance. On top of that, i do not have a blocked nose.",Food Poisoning
"Lately, I have been dealing with I feel sick to my stomach, pain spreading into my left arm, and it feels like an elephant is sitting on my chest for since earlier today. It comes and goes but keeps bothering me. I am uncomfortable enough that it is affecting my routine. At least, i do not have a rash. it does not seem to settle fully.",Heart Attack
"I have been dealing with neck tension with a headache and a dull band like headache, and I also notice my shoulders feel tense. It feels pretty intense today. It is knocking me about. At the same time, i do not have flashing lights.",Tension Headache
"For for quite a while, I have noticed my hands and feet feel cold, shortness of breath with little effort, and feeling weak even after resting. At least, i do not have vomiting. it is getting in the way of my normal day. I do not think it is from anything obvious.",Anaemia
"I have been dealing with nausea with my headache and sensitivity to light, and I also notice a pounding headache. It comes and goes but keeps bothering me. It is really starting to get on my nerves. Also, i do not have a skin rash.",Migraine
"For after meals lately, I have been dealing with my throat feels irritated, heavy meals make it worse, and a sour taste in my mouth. I am finding it hard to focus. I feel rough overall. One thing I can say is, i do not have diarrhea.",GERD
"I keep having I have post nasal drip, a blocked nose, and my sinuses feel irritated for since yesterday. It feels pretty intense today. I am noticing it more as the day goes on. Also, i do not have a fever. I do not think it is from anything obvious.",Allergic Rhinitis
"Lately I feel like I have sneezing, a mild cough, and my nose will not stop dripping. I am uncomfortable enough that it is affecting my routine. It feels moderate and annoying. On top of that, i do not have a high fever.",Common Cold
"For for about a week, I have noticed mild shortness of breath, bringing up mucus when I cough, and a chesty cough. At the same time, i do not have red itchy eyes. I am uncomfortable enough that it is affecting my routine. I have not noticed much improvement.",Bronchitis
"I have been dealing with deep tender spots under my skin and a few bumps have pus in them, and I also notice breakouts along my jawline. It feels severe and hard to ignore. It is knocking me about. Also, i do not feel sick otherwise.",Acne
"Lately I feel like I have a mild cough, I have mild sinus pressure, and a sore throat. I am struggling to get through the day. It feels pretty intense today. At least, i do not have severe body aches.",Common Cold
"For for the past several weeks, I have noticed my thinking feels slow, constipation, and feeling tired all the time. At least, i do not have a cough. I am noticing it more as the day goes on. I have been trying to take it easy.",Hypothyroidism
